"zone","state","lga","sector","ea","hhid","shock_cd","s15aq1","s15aq1b","s15aq2","s15aq3a","s15aq3b","s15aq3c","s15aq3d","s15aq3e","s15aq4a","s15aq4b","s15aq4c","s15aq5a","s15aq5b","s15aq5c","s15aq5d","s15aq6a","s15aq6b","s15aq6c"
3,20,2019,2,344,200126,20,1,,5,1,1,1,1,1,2,,,8,,,,98,,
3,20,2019,2,344,200127,1,1,,1,,1,,,,1,,,4,,,,1,,
3,20,2019,2,344,200127,13,1,,1,,,,1,,2,,,1,6,,,1,,
3,20,2019,2,344,200128,11,1,,1,,1,,,,3,,,8,12,14,,98,,
3,20,2019,2,344,200128,12,1,,1,1,,,,,2,,,6,7,8,,98,,
3,20,2019,2,344,200128,18,1,,1,,1,,,,2,,,8,7,6,,98,,
3,20,2019,2,344,200128,20,1,,1,,1,,,,2,,,14,15,9,13,98,,
3,20,2019,2,344,200129,4,1,,2,,1,1,,,2,,,7,8,,,,,
3,20,2019,2,344,200130,4,1,,,,,1,1,,2,,,7,8,,,,,
3,20,2009,2,240,200131,1,1,,1,1,,,,,1,,,6,7,9,,1,,
3,20,2009,2,240,200133,4,1,,3,1,1,1,,,,,,1,7,8,,1,2,3
3,20,2009,2,240,200135,11,1,,3,,1,1,1,,2,,,6,7,,,98,,
3,20,2009,2,240,200135,12,1,,3,1,1,1,1,,1,,,13,15,7,21,98,,
3,20,2009,2,240,200135,18,1,,4,1,1,1,1,,2,,,8,6,12,15,98,,
3,20,2009,2,240,200135,20,1,,5,1,1,1,1,1,2,,,14,15,12,7,98,,
3,20,2009,2,240,200136,11,1,,2,,1,1,,,2,,,1,6,7,8,98,,
3,20,2009,2,240,200136,18,1,,5,1,1,1,1,1,3,,,15,12,13,14,98,,
3,20,2009,2,240,200136,20,1,,5,1,1,1,1,1,3,,,14,15,13,12,98,,
3,20,2009,2,240,200137,12,1,,1,,,1,,,1,,,6,7,8,5,1,,
3,20,2009,2,240,200138,4,1,,4,,,,1,1,,,,7,8,14,,1,2,
3,20,2009,2,240,200139,3,1,,1,,1,,,,1,,,12,7,8,,98,,
3,20,2009,2,240,200139,18,1,,1,,,1,1,,2,,,14,15,7,8,98,,
3,20,2009,2,240,200140,9,1,,2,,1,1,,,2,,,7,8,3,12,98,,
3,20,2009,2,240,200140,11,1,,2,,1,1,,,2,,,10,14,15,21,98,,
3,20,2009,2,240,200140,17,1,,2,1,1,,,,2,,,1,3,6,7,98,,
3,20,2009,2,240,200140,18,1,,2,,1,1,,,3,,,14,15,11,12,98,,
3,20,2009,2,240,200140,20,1,,2,,,1,1,,,,,,,,,98,,
3,20,2008,2,1474,200141,9,1,,1,,1,,,,,,,1,,,,1,,
3,20,2008,2,1474,200141,17,1,,2,1,,1,,,,,,,,,,1,,
3,20,2008,2,1474,200142,11,1,,2,,1,,1,,3,,,6,7,8,10,98,,
3,20,2008,2,1474,200142,18,1,,5,1,1,1,1,1,3,,,6,7,8,9,98,,
3,20,2008,2,1474,200143,8,1,,1,,,,1,,2,,,6,8,14,15,98,,
3,20,2008,2,1474,200144,11,1,,2,,,1,1,,2,,,6,7,8,9,98,,
3,20,2008,2,1474,200144,18,1,,5,1,1,1,1,1,3,,,14,15,13,9,98,,
3,20,2008,2,1474,200144,20,1,,5,1,1,1,1,1,3,,,14,15,16,8,98,,
3,20,2008,2,1474,200146,4,1,,1,,1,,,,2,,,10,7,6,,98,,
3,20,2008,2,1474,200146,8,1,,1,,,1,,,3,,,4,6,5,14,98,,
3,20,2008,2,1474,200146,10,1,,1,,,,1,,1,,,14,15,8,7,98,,
3,20,2008,2,1474,200150,16,1,,1,,1,,,,3,,,10,11,14,15,98,,
3,20,2008,2,1474,200150,18,1,,2,1,1,,,,3,,,15,14,16,21,98,,
3,20,2008,2,1474,200150,20,1,,2,1,1,,,,3,,,14,15,8,6,98,,
3,20,2013,2,1232,200151,16,1,,1,1,,,,,3,,,1,,,,98,,
3,20,2013,2,1232,200151,18,1,,2,1,1,,,,2,,,1,,,,98,,
3,20,2013,2,1232,200151,20,1,,2,1,1,,,,2,,,1,,,,98,,
3,20,2013,2,1232,200152,9,1,,1,1,,,1,,,,,8,11,,,1,,
3,20,2013,2,1232,200154,20,1,,3,,1,1,1,,,,,14,15,13,11,98,,
3,20,2013,2,1232,200155,16,1,,1,1,,,,,3,,,1,,,,98,,
3,20,2013,2,1232,200155,18,1,".",2,1,1,,,,2,,,1,,,,98,,
3,20,2013,2,1232,200155,20,1,,2,1,1,,,,2,,,1,,,,98,,
3,20,2013,2,1232,200156,1,1,,1,1,,,,,1,,,21,,,,1,,
3,20,2013,2,1232,200156,12,1,,1,,1,,,,1,2,,1,6,,,98,,
3,20,2013,2,1232,200157,4,1,,4,,1,1,1,1,2,,,1,8,,,98,,
3,20,2013,2,1232,200158,6,1,,3,,,,1,1,2,,,8,15,,,1,2,3
3,20,2013,2,1232,200159,4,1,,4,,1,1,1,1,,,,1,6,8,14,98,,
3,20,2013,2,1232,200160,4,1,,2,,,1,1,,2,2,,,,,,98,,
3,20,2013,2,1232,200160,9,1,,3,,1,1,1,,2,1,,,,,,98,,
3,20,2013,2,1232,200160,12,1,,3,,1,1,1,,3,,,,,,,98,,
3,20,2013,2,1232,200160,18,1,,5,1,1,1,1,1,3,,,,,,,98,,
3,20,2013,2,1232,200160,20,1,,5,1,1,1,1,1,3,,,,,,,98,,
3,20,2028,2,498,200163,17,1,,1,,1,,,,,,,7,8,13,,1,,
3,20,2028,2,498,200164,1,1,,1,1,,,,,1,,,6,9,,,98,,
3,20,2028,2,498,200169,3,1,,1,,,1,,,3,,,7,8,9,,98,,
3,20,2012,1,844,200181,19,1,,1,,,1,,,1,,,6,9,18,,1,,
3,20,2012,1,844,200182,18,1,,5,1,1,1,1,1,1,,,8,6,7,9,98,,
3,20,2012,1,844,200182,20,1,,5,1,1,1,1,1,2,,,8,6,14,5,98,,
3,20,2012,1,844,200183,18,1,,2,,,1,1,,1,,,9,8,18,,1,,
3,20,2012,1,844,200183,20,1,,1,,1,,,,2,,,6,11,18,,1,,
3,20,2012,1,844,200184,18,1,,5,1,1,1,1,1,1,,,12,13,14,15,98,,
3,20,2012,1,844,200184,20,1,,2,1,1,,,,1,,,14,15,17,13,98,,
3,20,2012,1,844,200185,1,1,,1,,,1,,,1,,,6,9,,,1,,
3,20,2012,1,844,200188,2,1,,1,,1,,,,2,,,8,9,7,,1,,
3,20,2012,1,844,200188,22,1,"NO MONEY FOR REGIST",1,,,,1,,2,,,9,18,,,98,,
3,20,2012,1,844,200189,4,1,,2,,1,1,,,1,,,7,8,6,,98,,
3,20,2012,1,844,200189,18,1,,5,1,1,1,1,1,2,,,12,13,14,15,98,,
3,20,2012,1,844,200189,20,1,,5,1,1,1,1,1,3,,,14,15,12,8,98,,
3,20,2012,1,844,200190,4,1,,1,,,,1,,1,,,9,18,14,,98,,
3,21,2106,2,2822,210003,8,1,,,,,,1,,1,,,21,,,,2,,
3,21,2106,2,2822,210003,13,1,,,,,,1,,1,,,21,,,,2,,
3,21,2106,2,2822,210003,20,1,,5,1,1,1,1,,1,,,16,,,,98,,
3,21,2106,2,2822,210005,4,1,,1,,,,1,,1,,,22,,,,1,,
3,21,2106,2,2822,210006,13,1,,1,,,,1,,1,,,21,,,,1,,
3,21,2106,2,2822,210008,20,1,,2,,1,1,,,2,,,1,,,,1,,
3,21,2106,2,236,210011,15,1,,1,,,,,,1,,,19,15,11,,98,,
3,21,2106,2,236,210011,20,1,,6,,,,,,2,,,11,15,8,,98,,
3,21,2106,2,236,210012,13,1,,,,,,,,1,,,19,11,,,98,,
3,21,2106,2,236,210012,15,1,,1,,,,1,,2,,,19,11,,,98,,
3,21,2106,2,236,210012,20,1,,5,1,1,1,1,1,1,,,11,1,,,98,,
3,21,2106,2,236,210013,11,1,,1,,,,1,,1,,,22,,,,1,2,3
3,21,2106,2,236,210013,13,1,,1,,,,1,,1,,,22,,,,1,2,3
3,21,2106,2,236,210014,13,1,,1,,,,1,,1,,,22,,,,1,2,3
3,21,2106,2,236,210014,15,1,,1,,,,1,,2,,,22,,,,1,2,3
3,21,2106,2,236,210015,15,1,,1,,,1,,,1,,,1,19,,,98,,
3,21,2106,2,236,210015,18,1,,10,1,1,1,1,1,3,,,21,,,,98,,
3,21,2106,2,236,210015,19,1,,3,1,1,1,1,1,3,,,21,,,,98,,
3,21,2106,2,236,210015,20,1,,5,1,1,1,1,1,3,,,21,,,,98,,
3,21,2106,2,236,210018,11,1,,1,,,,1,,1,,,22,,,,1,2,3
3,21,2106,2,236,210018,13,1,,1,,,,1,,2,,,22,,,,4,5,6
3,21,2106,2,236,210018,15,1,,1,,,,1,,3,,,22,,,,1,2,5
3,21,2109,2,38,210025,4,1,,1,,1,,,,1,,,22,,,,1,2,
3,21,2109,2,38,210026,13,1,,1,,,,1,,1,,,14,,,,1,2,3
3,21,2109,2,38,210029,4,1,,1,,,1,,,1,,,1,2,3,4,,,
3,21,2119,2,3956,210038,18,1,,5,1,1,1,1,1,1,,,21,,,,1,,
3,21,2119,2,2146,210045,2,1,,1,1,,,,,1,,,22,,,,1,2,3
3,21,2119,2,2146,210046,11,1,,1,,,,1,,1,,,8,,,,1,,
3,21,2119,2,2146,210048,12,1,,3,1,1,,1,,2,,,1,1,8,,98,,
3,21,2119,2,2146,210048,17,1,,1,,,,1,,,,,21,,,,1,,
3,21,2119,2,2146,210048,18,1,,1,1,,,1,,1,,,21,,,,1,,
3,21,2119,2,2146,210048,19,1,,5,1,1,1,1,,,,,21,,,,1,,
3,21,2119,2,2146,210048,20,1,,1,,1,,,,3,,,11,8,,,98,,
3,21,2115,2,926,210054,18,1,,5,1,1,1,1,1,2,,,1,,,,98,,
3,21,2115,2,926,210054,19,1,,5,1,1,1,1,1,3,,,21,,,,98,,
3,21,2115,2,926,210054,20,1,,5,1,1,1,1,1,1,,,1,,,,98,,
3,21,2115,2,926,210059,20,1,,3,,1,1,1,,1,,,21,15,,,98,,
3,21,2117,2,554,210061,13,1,,1,,,,1,,1,,,22,,,,1,2,3
3,21,2117,2,554,210062,13,1,,1,,,,1,,1,,,22,,,,1,2,3
3,21,2117,2,554,210063,13,1,,1,,,,1,,1,,,19,,,,98,,
3,21,2117,2,554,210064,13,1,,1,,,,1,,1,,,22,,,,1,2,3
3,21,2117,2,554,210065,12,1,,1,,,,1,1,2,,,1,8,,,1,,
3,21,2117,2,554,210066,1,1,,1,1,,,,,1,,,1,,,,1,2,3
3,21,2117,2,554,210067,13,1,,5,1,1,1,1,1,1,,,6,,,,1,,
3,21,2117,2,554,210067,20,1,,1,1,,,,,2,,,6,,,,98,,
3,21,2117,2,554,210068,13,1,,3,,1,1,1,,1,,,1,1,8,,1,,
3,21,2117,2,554,210069,12,1,,2,,,,1,1,2,,,8,7,,,,,
3,21,2117,2,554,210070,13,1,,1,,,1,1,,2,,,8,1,,,1,,
3,21,2108,1,520,210072,4,1,,1,,,,1,,1,,,22,,,,1,2,5
3,21,2108,1,520,210073,18,1,,5,1,1,1,1,1,3,,,8,,,,1,,
3,21,2108,1,520,210073,19,1,,5,1,1,1,1,1,2,,,8,,,,1,,
3,21,2108,1,520,210073,20,1,,5,1,1,1,1,1,1,,,11,15,8,,1,,
3,21,2108,1,520,210074,20,1,,3,,1,1,1,,1,,,1,8,11,,1,,
3,21,2108,1,520,210077,11,1,,3,1,,1,1,,1,,,8,11,,,1,,
3,21,2102,2,1124,210084,20,1,,5,1,1,1,1,1,1,2,1,2,11,,8,,98,
3,21,2102,2,1124,210088,14,1,,1,,,,1,,1,,,22,,,,1,2,3
3,21,2111,2,180,210091,14,1,,1,,,,1,,1,,,,,,,,,
3,21,2111,2,180,210093,4,1,,1,,,1,,,1,,,22,,,,1,5,2
3,21,2111,2,180,210094,17,1,,2,,,1,1,,3,,,21,,,,1,,
3,21,2111,2,180,210094,18,1,,5,1,1,1,1,1,,,,,,,,98,,
3,21,2111,2,180,210094,19,1,,5,1,1,1,1,1,2,,,21,,,,98,,
3,21,2111,2,180,210094,20,1,,5,1,1,1,1,1,2,,,21,,,,98,,
3,21,2111,2,180,210095,18,1,,5,1,1,1,1,1,2,,,1,8,11,,98,,
3,21,2111,2,180,210095,19,1,,5,1,1,1,1,1,3,,,11,8,,,98,,
3,21,2111,2,180,210095,20,1,,5,1,1,1,1,1,1,,,11,8,,,98,,
3,21,2111,2,180,210098,20,1,,5,1,1,1,1,1,1,,,,,,,,,
1,22,2211,1,806,220008,13,1,,1,,,,,1,1,,,19,,,,1,2,7
1,22,2211,2,594,220017,9,1,,1,1,,,,,2,,,6,7,16,,1,,
1,22,2211,2,594,220017,15,1,,2,1,1,,,,2,,,6,,,,1,,
1,22,2211,2,594,220020,1,1,,1,,,1,,,1,,,22,,,,98,,
1,22,2216,1,428,220022,1,1,,1,1,,,,,1,,,16,,,,1,2,
1,22,2216,1,428,220023,2,1,,1,1,,,,,1,,,6,,,,1,,
1,22,2218,2,596,220095,3,1,,,,,1,,,1,,,14,15,,,1,,
1,23,2308,1,5180,230001,8,1,,,,,,,1,2,,,,,,,8,,
1,23,2308,1,5180,230001,22,1,"DESTROYED BY COWS",,,,,1,1,1,,,,,,,8,,
1,23,2308,1,5180,230004,1,1,,1,,1,,,,1,,,21,,,,1,,
1,23,2308,1,5180,230005,2,1,,1,,,1,,,1,,,,,,,22,,
1,23,2308,1,5180,230005,22,1,"ACCIDENT",1,,,,1,,2,,,,,,,21,,
1,23,2308,1,5180,230007,1,1,,,,1,,,,,,,2,15,,,,,
1,23,2308,1,5180,230007,17,1,,,,1,1,,,,,,1,,,,,,
1,23,2307,1,2316,230012,22,1,,1,,,,,1,,,,22,,,,1,2,
1,23,2307,1,2316,230018,22,1,"CROP DESTRUCTION BY",1,,,,,1,2,,,22,,,,1,2,
1,23,2307,1,78,230023,1,1,,1,,,1,,,1,,,22,,,,98,,
1,23,2307,1,78,230029,22,1,,5,1,1,1,1,1,1,,,3,8,,,1,,
1,23,2307,1,78,230030,1,1,,1,,,,1,,1,,,7,14,,,98,,
1,23,2306,1,970,230033,5,1,,1,,,,,,1,,,8,,,,1,,
1,23,2306,1,970,230036,19,1,,1,1,,,,,1,,,22,,,,98,,
1,23,2315,2,924,230052,5,1,,1,,,,1,,2,,,7,,,,,,
1,23,2315,2,924,230053,3,1,,1,1,,,,,1,,,7,,,,98,,
1,23,2309,2,998,230065,3,1,,1,,,,1,,1,,,7,14,,,98,,
1,23,2304,2,322,230074,22,1,"LOST OF ELECTION",1,1,,,,,,,,,,,,,,
1,23,2304,2,322,230077,22,1,"DEATH OF SON",1,,,1,,,1,,,22,,,,98,,
1,23,2311,2,516,230083,3,1,,1,,,,1,,1,,,7,,,,98,,
1,23,2311,2,516,230087,4,1,,,,,,,1,2,,,22,,,,98,,
1,23,2311,2,516,230087,22,1,"EQUIPT.DESTROYED BY",,,,1,,,1,,,22,,,,98,,
1,23,2302,2,1982,230096,12,1,,,,,1,1,,1,,,1,,,,1,,
1,23,2302,2,1982,230096,17,1,,,,,,1,,3,,,21,,,,1,,
1,23,2316,1,140,230105,22,1,,1,,,,,1,2,,,15,,,,,,
1,23,2303,2,2348,230117,13,1,,1,,1,,,,2,,,15,16,,,,,
6,24,2415,1,696,240010,5,1,,,,,,1,,1,,,11,,,,1,,
6,24,2403,1,1588,240014,2,1,,1,,,1,,,2,3,,7,,,,,,
6,24,2403,1,1588,240017,1,1,,1,,,,1,,1,2,,7,,,,,,
6,24,2403,1,674,240034,22,1,"SICKNESS",1,1,,4,,,2,,,8,15,14,,,,
6,24,2401,1,766,240044,3,1,,,,,,2,2,2,,,8,11,14,,9,,
6,24,2401,1,766,240046,1,1,,1,,,,,1,1,,,1,,,,,,
6,24,2403,1,7586,240059,2,1,"FINANCIAL ASST STOPP",,1,,,1,,,,,22,,,,,,
6,24,2420,1,402,240064,2,1,,1,,1,,,,2,,,12,,,,98,,
6,24,2418,1,1770,240071,3,1,,1,1,,,,,1,,,8,6,,,1,,
6,24,2418,1,1770,240071,5,1,,1,,,,1,,2,,,8,,,,2,3,
6,24,2418,1,1770,240071,22,1,"acci",1,1,,,,,1,,,,,,,98,,
6,24,2418,1,1770,240079,16,1,,,,,,,,,,,12,7,,,98,,
6,24,2417,1,112,240104,3,1,,,,,,1,1,,,,7,14,,,,,
6,24,2405,1,134,240115,2,1,,,1,,,,,,,,5,14,,,98,,
6,24,2405,1,134,240115,3,1,,,1,,,,,,,,14,,,,98,,
6,24,2408,1,2074,240141,18,1,,,,,1,,,,,,12,,,,,,
6,24,2408,1,2074,240145,3,1,,1,,,,,,2,,,7,14,,,,,
6,24,2408,1,2074,240145,6,1,,1,,,,,,2,,,12,14,,,,,
1,25,2508,1,2788,250001,18,1,,4,1,1,1,1,1,1,,,6,,,,1,,
1,25,2508,1,2788,250001,20,1,,3,1,1,1,1,1,1,,,6,,,,1,,
1,25,2508,1,2788,250002,20,1,,1,,,,1,1,1,,,13,,,,98,,
1,25,2508,1,2788,250002,21,1,,1,,,,1,1,1,,,18,,,,98,,
1,25,2508,1,2788,250004,18,1,,3,1,,,1,1,1,,,13,,,,98,,
1,25,2508,1,2788,250004,19,1,,3,,1,,1,1,1,,,14,,,,98,,
1,25,2508,1,2788,250004,20,1,,3,1,,,1,1,1,,,16,,,,98,,
1,25,2508,1,2788,250005,9,1,,1,,,,1,,1,,,21,,,,1,,
1,25,2508,1,2788,250005,17,1,,1,,,,1,,3,,,22,,,,1,,
1,25,2508,1,2788,250005,18,1,,1,,,,,1,2,,,22,,,,1,,
1,25,2508,1,2788,250008,2,1,,1,,1,,,,2,,,18,,,,1,,
1,25,2508,1,2788,250008,13,1,,1,,1,,,,1,,,,,,,1,,
1,25,2508,1,2788,250008,17,1,,2,,,,1,1,1,,,,,,,1,,
1,25,2508,1,2788,250008,18,1,,5,1,1,1,1,1,1,,,,,,,1,,
1,25,2508,1,2788,250009,1,1,,1,,1,,,,1,,,8,,,,1,,
1,25,2508,1,2788,250009,9,1,,1,,,1,,,2,,,21,,,,1,,
1,25,2508,1,2788,250010,1,1,,1,1,,,,,1,,,8,,,,1,,
1,25,2508,1,2788,250010,9,1,,1,,,1,,,3,,,21,,,,,,
1,25,2508,1,2788,250010,19,1,,1,,,1,,,2,,,3,,,,,,
1,25,2504,2,222,250011,1,1,,1,,,1,,,1,,,21,,,,1,2,
1,25,2504,2,222,250012,13,1,,2,,1,1,,,1,,,6,2,,,98,,
1,25,2504,2,222,250013,1,1,,2,,,,1,1,2,1,3,13,,,,1,,
1,25,2504,2,222,250014,3,1,,1,,,,1,,1,,,7,,,,,,
1,25,2504,2,222,250017,2,1,,1,,,,1,,1,,,7,,,,98,,
1,25,2504,2,222,250017,20,1,,1,1,1,1,1,1,2,,,15,,,,98,,
1,25,2504,2,222,250020,18,1,,5,1,1,1,1,1,1,,,14,15,,,98,,
1,25,2504,2,222,250020,20,1,,5,1,1,1,1,1,2,,,14,15,,,98,,
1,25,2509,2,248,250023,9,1,,3,,,3,,,1,,,21,,,,98,,
1,25,2509,2,248,250023,12,1,,3,,,3,,,2,,,8,,,,98,,
1,25,2509,2,248,250025,9,1,,5,1,1,1,1,1,1,,,8,7,,,98,,
1,25,2509,2,248,250025,12,1,,1,,,,1,,2,,,7,8,,,98,,
1,25,2509,2,248,250025,14,1,,5,1,1,1,1,1,3,,,7,8,,,98,,
1,25,2509,2,248,250026,9,1,,1,,1,,,,1,2,3,13,,,,,,
1,25,2509,2,248,250028,8,1,,1,,,,,1,,,,2,,,21,98,,
1,25,2509,2,248,250028,22,1,"ILLNESS OF MOTHER",1,,,,,1,,,,1,,,8,1,15,
1,25,2509,2,248,250029,21,1,,3,,,1,1,1,1,,,7,,,,98,,
1,25,2507,2,814,250031,11,1,,2,,1,,1,,2,,,14,,,,98,,
1,25,2507,2,814,250031,20,1,,5,1,1,1,1,1,1,,,13,,,,98,,
1,25,2507,2,814,250032,20,1,,5,1,1,1,1,1,2,,,13,14,,,98,,
1,25,2507,2,814,250034,21,1,,5,1,1,1,1,1,1,,,13,14,,,98,,
1,25,2507,2,814,250035,3,1,,2,,1,1,,,1,,,7,,,,98,,
1,25,2507,2,814,250035,22,1,"DEATH OF CHILDREN",1,1,1,,,,2,,,7,,,,98,,
1,25,2507,2,814,250038,20,1,,2,,1,1,,,2,,,14,,,,98,,
1,25,2507,2,814,250039,3,1,,1,,,1,,,1,,,7,,,,2,,
1,25,2507,2,814,250040,18,1,,1,,,,1,,1,,,13,,,,98,,
1,25,2507,2,814,250040,20,1,,1,,,1,,,2,,,14,,,,98,,
1,25,2513,2,128,250041,1,1,,1,,,,1,,1,,,7,,,,98,,
1,25,2513,2,128,250041,3,1,,1,,,,1,,2,,,7,8,,,2,,
1,25,2513,2,128,250042,1,1,,1,,,1,,,1,,,7,,,,98,,
1,25,2513,2,128,250044,20,1,,1,,1,,,,1,,,14,,,,98,,
1,25,2513,2,128,250045,1,1,,1,,1,,,,2,3,1,21,,,,98,,
1,25,2513,2,128,250045,22,1,"WIND",2,1,,1,,,2,1,3,1,21,,,98,,
1,25,2513,2,128,250046,14,1,,2,,1,,1,,2,,,17,,,,98,,
1,25,2513,2,128,250046,20,1,,5,1,1,1,1,1,1,,,6,,,,98,,
1,25,2513,2,128,250046,21,1,,5,1,1,1,1,1,2,,,6,,,,98,,
1,25,2513,2,128,250048,2,1,,1,,,1,,,1,,,13,,,,1,,
1,25,2513,2,128,250048,20,1,,5,1,1,1,1,1,1,,,13,14,,,98,,
1,25,2513,2,128,250049,3,1,,1,,,,1,,1,,,7,9,,,98,,
1,25,2513,2,128,250050,1,1,,1,,,1,,,1,,,13,,,,98,,
1,25,2513,2,128,250050,2,1,,1,,,1,,,1,,,14,,,,98,,
1,25,2513,2,128,250050,21,1,,5,1,1,1,1,1,1,,,13,,,,98,,
1,25,2502,2,728,250054,20,1,,5,1,1,1,1,1,1,,,14,,,,98,,
1,25,2502,2,728,250057,17,1,,5,1,1,1,1,1,1,,,14,,,,98,,
1,25,2502,2,728,250057,20,1,,5,1,1,1,1,1,2,,,13,,,,98,,
1,25,2502,2,728,250058,20,1,,5,1,1,1,1,1,1,,,13,14,,,98,,
1,25,2502,2,728,250059,22,1,,1,,,,1,,2,3,1,21,,,,,,
1,25,2502,2,728,250060,20,1,,4,,1,1,1,1,1,,,14,,,,98,,
1,25,2511,2,1424,250061,8,1,,2,,1,,1,,1,,,14,,,,98,,
1,25,2511,2,1424,250061,20,1,,5,1,1,1,1,1,1,,,13,,,,98,,
1,25,2511,2,1424,250061,21,1,,5,1,1,1,1,1,2,,,14,,,,98,,
1,25,2511,2,1424,250063,20,1,,3,1,,1,1,,1,,,13,,,,98,,
1,25,2511,2,1424,250063,21,1,,3,1,,,1,1,2,,,14,,,,98,,
1,25,2511,2,1424,250064,1,1,,1,,,1,,,2,1,3,21,,,,1,,
1,25,2511,2,1424,250065,20,1,,5,1,1,1,1,1,1,,,14,,,,98,,
1,25,2511,2,1424,250067,20,1,,4,1,1,1,1,,2,,,13,14,,,98,,
1,25,2511,2,1424,250068,22,1,"FAMILYPERSONED",1,,,1,,,1,,,7,8,,,,,
1,25,2511,2,1424,250069,20,1,,5,1,1,1,1,1,1,,,14,13,,,98,,
1,26,2606,1,516,260002,22,1,,1,1,,,,,1,,,14,15,,,,,
1,26,2606,1,516,260007,20,1,,2,,1,1,,,1,,,14,11,8,,98,,
1,26,2606,1,516,260009,1,1,,1,,1,,,,1,,,5,7,,,1,,
1,26,2606,1,516,260010,3,1,,1,,,1,,,,,,,,,,,,
1,26,2606,1,516,260010,5,1,,,,1,,,,,,,,,,,,,
1,26,2606,1,516,260010,17,1,,,,,,1,,,,,,,,,,,
1,26,2606,1,516,260010,18,1,,,,,1,1,,,,,,,,,,,
1,26,2606,1,516,260010,20,1,,,1,1,1,1,1,,,,,,,,,,
1,26,2623,2,1688,260017,22,1,,,,,,,1,1,,,22,,,,,,
1,26,2623,2,1688,260019,20,1,,1,,,1,,,1,,,7,,,,1,,
1,26,2623,2,1688,260020,3,1,,1,,,,,1,2,,,,,,,98,,
1,26,2618,2,1276,260021,1,1,,1,,,1,,,1,,,,,,,,,
1,26,2618,2,1276,260021,3,1,,1,,,,,1,,,,,,,,,,
1,26,2618,2,1276,260021,14,1,,1,,,,1,,3,,,,,,,,,
1,26,2618,2,1276,260021,17,1,,1,,,1,,,2,,,,,,,,,
1,26,2618,2,1276,260023,18,1,,5,1,1,1,1,1,2,,,21,,,,,,
1,26,2618,2,1276,260023,22,1,,1,,,,,1,,,,21,,,,,,
1,26,2618,2,494,260035,20,1,,1,5,1,1,1,1,1,,,14,,,,,,
1,26,2621,2,100,260071,11,1,,5,1,1,1,1,,2,2,,10,,,,1,2,
1,26,2621,2,100,260073,11,1,,4,1,1,1,1,,2,2,,10,22,,,1,2,
1,26,2621,2,100,260074,11,1,,6,1,1,1,1,,2,2,,10,22,,,1,2,8
1,26,2621,2,100,260075,11,1,,4,1,1,1,1,1,2,2,,10,,,,1,2,
1,26,2621,2,100,260077,9,1,,1,,,,1,,1,,,21,,,,,,
1,26,2605,2,594,260091,9,1,,2,,,1,1,,2,3,,,2,3,,1,,
1,26,2605,2,594,260091,12,1,,,,,,1,,3,,,,,3,,1,,
1,26,2605,2,594,260092,1,1,,2,,,1,,1,,,,21,,,,1,,
1,26,2605,2,594,260092,2,1,,2,,,1,,1,,,,21,,,,1,,
1,26,2605,2,594,260092,9,1,,1,1,1,1,1,1,,,,20,,,,1,,
1,26,2605,2,594,260092,12,1,,1,,,,1,,,,,,,,,1,,
1,26,2605,2,594,260092,17,1,,1,,,,1,,,,,7,,,,1,,
1,26,2605,2,594,260092,20,1,,1,,,,1,,,,,1,2,,,1,,
1,26,2605,2,594,260094,3,1,,2,1,,1,,,,,,,,,,,,
1,26,2605,2,594,260094,8,1,,1,,,,1,,,,,,,,,,,
1,26,2605,2,594,260098,9,1,,3,1,2,,,,1,,,7,14,,,98,,
1,26,2605,2,594,260098,12,1,,1,,1,,,,2,,,14,,,,98,,
1,26,2605,2,594,260098,13,1,,1,,,1,,,2,,,8,14,,,98,,
1,26,2605,2,594,260098,14,1,,1,1,,,,,3,,,14,7,,,98,,
1,26,2605,2,594,260100,12,1,,1,,,,1,,2,,,1,,,,1,,
1,26,2603,1,1786,260104,1,1,,1,,,,,1,,1,,1,,,,2,3,4
1,26,2603,1,1786,260107,8,1,,1,,,,1,,3,,,13,16,,,1,2,3
1,26,2603,1,658,260112,4,1,,1,,,,1,,3,,,12,,,,1,,
1,26,2603,1,658,260112,18,1,,1,,,,,,3,,,21,,,,1,,
1,26,2603,1,658,260113,20,1,,1,4,,,,,1,,,8,,,,,,
1,26,2603,1,658,260114,20,1,,,1,,,,,1,,,16,,,,1,,
1,26,2603,1,658,260118,7,1,,1,,1,,,,1,,,6,,,,1,,
1,26,2603,1,658,260119,17,1,,2,,1,,1,,1,,,9,21,,,,,
1,26,2603,1,658,260120,1,1,,1,,,1,,,1,,,5,,,,1,,
1,26,2603,1,658,260120,4,1,,1,,1,,,,3,,,,,7,,1,,
1,26,2603,1,658,260120,18,1,,1,,,,1,,2,,,,8,,,1,,
1,26,2613,2,2248,260121,1,1,,1,,,1,,,1,,,4,,,,1,,
1,26,2613,2,2248,260122,16,1,,1,,1,,,,1,,,8,,,,1,,
1,26,2613,2,2248,260123,2,1,,1,,,1,,,1,,,8,21,,,1,,
1,26,2613,2,2248,260124,9,1,,1,,,1,,,1,,,21,,,,1,,
1,26,2613,2,2248,260126,12,1,,1,1,,,,,1,,,11,,,,98,,
1,26,2613,2,2248,260126,13,1,,1,1,,,,,2,,,11,,,,98,,
1,26,2613,2,2248,260127,13,1,,1,1,,,,,1,,,11,,,,1,,
